date,temp_average,temp_max,curah_hujan,penyinaran_matahari,kelembaban_average,kec_angin_average,arah_angin_most,arah_angin,weather_encoded
29/12/2018,27.0,30.6,0.0,5,83,4.1,315.0,310,0
30/12/2018,29.2,33.4,16.5,100,76,6.3,315.0,250,2
31/12/2018,26.6,32.4,7.6,1,87,6.9,315.0,320,2
01/01/2019,27.7,32.0,0.0,58,81,6.0,315.0,330,0
02/01/2019,27.9,32.1,0.0,0,81,6.6,270.0,310,0
03/01/2019,28.3,35.0,0.1,82,73,3.9,135.0,290,1
04/01/2019,29.1,33.4,0.0,72,77,3.5,45.0,30,0
05/01/2019,28.2,31.6,0.0,18,84,3.3,360.0,20,0
06/01/2019,25.8,32.2,5.0,38,92,2.8,315.0,290,1
07/01/2019,28.3,32.8,0.0,74,79,3.5,360.0,10,0
08/01/2019,27.2,33.5,11.2,56,83,4.0,225.0,220,2
09/01/2019,26.0,30.2,24.1,10,92,3.2,270.0,360,2
10/01/2019,25.8,30.2,22.8,12,94,2.9,180.0,20,2
11/01/2019,26.8,31.6,0.0,28,86,4.3,360.0,340,2
12/01/2019,27.9,32.2,0.0,75,79,4.0,315.0,340,0
13/01/2019,26.8,30.0,2.7,16,88,3.1,360.0,30,1
14/01/2019,26.5,31.0,42.4,21,86,4.5,360.0,330,2
15/01/2019,26.0,30.4,8.1,27,87,4.5,315.0,330,1
16/01/2019,27.1,32.0,0.0,28,80,4.7,315.0,310,0
17/01/2019,28.7,32.4,0.0,53,84,6.3,315.0,310,0
18/01/2019,27.2,30.0,0.2,18,84,7.0,315.0,310,1
19/01/2019,27.6,32.2,0.0,33,79,5.6,315.0,300,0
20/01/2019,27.2,32.4,8.2,47,83,5.6,360.0,320,1
21/01/2019,27.8,32.4,2.2,34,80,7.7,315.0,310,1
22/01/2019,26.5,31.8,2.2,24,80,5.7,360.0,300,1
23/01/2019,27.4,31.4,7.7,42,81,5.6,315.0,340,1
24/01/2019,26.5,30.2,1.0,16,85,3.5,360.0,350,1
25/01/2019,26.7,30.8,0.0,6,86,4.3,360.0,10,0
26/01/2019,27.7,31.5,0.0,53,82,5.8,315.0,20,0
27/01/2019,26.3,30.0,2.3,1,87,4.8,315.0,320,2
28/01/2019,25.7,30.6,1.0,33,86,5.2,315.0,320,1
29/01/2019,26.3,30.0,17.8,0,90,3.8,270.0,330,2
30/01/2019,25.0,29.0,12.4,14,94,2.5,270.0,20,1
31/01/2019,26.9,31.4,0.0,39,86,3.8,360.0,340,0
01/02/2019,26.9,30.4,2.7,31,87,2.2,360.0,350,1
02/02/2019,27.0,32.4,0.5,58,84,3.4,360.0,350,1
03/02/2019,26.3,30.6,8.4,43,89,3.5,360.0,290,1
04/02/2019,26.5,30.0,1.6,6,88,2.6,360.0,340,1
05/02/2019,26.4,31.0,11.2,31,90,4.2,360.0,250,2
06/02/2019,26.3,30.8,3.7,36,87,3.3,180.0,320,1
07/02/2019,27.2,30.8,0.0,29,84,3.5,360.0,340,0
08/02/2019,24.9,29.6,36.6,8,96,1.9,270.0,290,2
09/02/2019,26.7,32.3,0.1,52,88,2.9,225.0,270,2
10/02/2019,24.9,30.2,27.2,13,97,2.7,315.0,240,2
11/02/2019,26.4,30.0,0.2,59,88,4.0,360.0,360,1
12/02/2019,27.3,30.5,0.2,26,83,2.8,360.0,310,1
13/02/2019,26.8,30.8,14.3,0,87,3.9,360.0,10,2
14/02/2019,26.3,30.8,0.4,3,90,3.2,315.0,300,2
15/02/2019,26.0,30.2,7.6,11,90,3.4,225.0,30,1
16/02/2019,27.0,30.4,60.0,42,88,4.5,45.0,350,2
17/02/2019,25.7,30.2,9.2,17,90,3.7,135.0,270,1
18/02/2019,25.9,30.8,0.2,49,85,2.9,135.0,20,1
19/02/2019,26.8,32.6,45.1,45,88,3.3,225.0,210,2
20/02/2019,26.7,31.2,0.1,57,83,2.7,360.0,300,1
21/02/2019,26.6,32.0,0.0,56,82,4.0,360.0,350,0
22/02/2019,28.1,33.0,0.0,73,78,4.2,360.0,360,0
23/02/2019,27.2,33.0,6.3,56,87,4.5,315.0,170,2
24/02/2019,26.8,31.2,0.0,26,84,2.7,360.0,10,0
25/02/2019,27.3,34.0,2.2,58,83,3.0,45.0,60,1
26/02/2019,26.4,31.4,38.2,32,94,3.0,270.0,40,2
27/02/2019,25.2,29.2,34.8,8,97,3.5,360.0,250,2
28/02/2019,27.3,32.2,0.0,59,84,3.9,270.0,330,0
01/03/2019,26.7,30.8,2.6,28,89,2.6,225.0,350,2
02/03/2019,27.1,31.5,0.2,43,83,3.2,360.0,10,1
03/03/2019,27.9,32.7,0.0,43,83,3.7,45.0,360,0
04/03/2019,28.0,32.2,0.1,28,85,3.2,360.0,350,2
05/03/2019,27.7,32.0,0.0,10,87,3.1,360.0,340,0
06/03/2019,28.0,32.6,1.0,21,83,4.3,315.0,360,2
07/03/2019,27.1,32.8,0.0,39,74,2.9,315.0,330,0
08/03/2019,27.9,33.6,0.0,57,79,2.4,360.0,320,0
09/03/2019,27.7,33.4,2.7,47,80,3.4,45.0,40,1
10/03/2019,27.9,33.4,4.4,26,80,4.5,270.0,250,1
11/03/2019,27.7,32.6,0.0,82,77,4.6,360.0,310,0
12/03/2019,27.0,30.6,0.0,14,86,3.6,360.0,350,0
13/03/2019,26.3,33.8,23.4,55,87,3.8,180.0,320,2
14/03/2019,27.9,34.0,0.0,83,77,3.2,360.0,30,0
15/03/2019,28.1,33.8,0.0,79,80,4.4,360.0,320,0
16/03/2019,28.2,32.2,0.0,29,79,3.5,360.0,320,0
17/03/2019,27.8,33.0,13.1,50,78,3.7,360.0,360,2
18/03/2019,28.7,33.4,0.0,59,75,4.7,360.0,340,0
19/03/2019,28.1,33.4,0.0,58,80,4.4,360.0,340,0
20/03/2019,28.6,34.4,0.0,74,75,4.8,360.0,360,0
21/03/2019,27.3,31.6,9.7,24,89,5.7,360.0,230,2
22/03/2019,28.0,33.4,0.7,68,78,4.4,315.0,310,1
23/03/2019,27.8,31.8,8.4,8,79,4.0,315.0,290,2
24/03/2019,26.9,33.2,0.0,49,84,3.1,315.0,320,0
25/03/2019,26.8,32.4,2.3,45,87,3.4,180.0,30,2
26/03/2019,26.0,28.4,14.3,0,88,3.6,135.0,300,2
27/03/2019,26.0,30.0,56.3,1,92,3.2,180.0,360,2
28/03/2019,27.5,32.6,0.0,46,82,2.8,135.0,130,0
29/03/2019,26.9,33.4,15.2,55,84,4.0,45.0,300,2
30/03/2019,27.4,33.0,22.1,61,83,3.8,360.0,190,2
31/03/2019,25.0,30.8,4.2,13,92,2.1,360.0,140,1
01/04/2019,27.3,31.4,0.1,36,84,3.9,225.0,240,1
02/04/2019,27.8,32.4,1.5,56,79,3.6,90.0,270,2
03/04/2019,26.9,32.4,31.5,39,88,3.1,360.0,80,2
04/04/2019,26.4,31.0,14.3,19,90,3.1,135.0,200,2
05/04/2019,26.3,30.0,46.8,20,85,2.6,45.0,330,2
06/04/2019,28.0,33.0,0.0,75,81,3.4,360.0,350,0
07/04/2019,28.1,33.0,0.0,54,83,2.6,45.0,350,0
08/04/2019,27.9,32.1,0.0,33,86,4.1,360.0,360,0
09/04/2019,26.6,31.2,2.7,5,92,1.8,180.0,300,1
10/04/2019,26.9,31.8,39.5,20,92,3.8,270.0,320,2
11/04/2019,27.5,32.6,2.2,47,89,3.6,360.0,10,1
12/04/2019,28.2,33.8,41.2,0,81,3.3,135.0,330,2
13/04/2019,27.1,33.0,0.0,47,88,2.5,180.0,50,2
14/04/2019,26.9,33.6,16.5,0,89,3.8,135.0,150,2
15/04/2019,26.7,33.0,2.8,25,91,2.8,180.0,350,2
16/04/2019,26.9,32.0,69.8,38,90,4.4,90.0,150,2
17/04/2019,27.5,33.2,0.0,69,86,1.6,360.0,230,0
18/04/2019,28.5,33.8,0.0,72,86,4.2,90.0,160,0
19/04/2019,28.2,33.0,46.9,70,83,4.0,180.0,300,2
20/04/2019,27.2,32.4,1.4,57,87,3.5,180.0,180,2
21/04/2019,26.6,30.7,1.6,28,93,3.9,180.0,140,1
22/04/2019,28.0,33.8,16.7,69,87,4.8,135.0,130,2
23/04/2019,27.6,32.2,0.3,37,92,3.0,180.0,170,1
24/04/2019,27.6,33.4,0.0,45,89,3.4,180.0,350,0
25/04/2019,28.6,33.2,7.6,54,86,3.9,180.0,200,2
26/04/2019,27.9,32.5,34.6,72,85,4.2,270.0,220,2
27/04/2019,26.5,31.4,0.1,2,89,2.7,180.0,180,1
28/04/2019,28.9,33.2,0.0,43,86,2.3,45.0,40,0
29/04/2019,30.3,35.0,13.1,77,81,3.7,45.0,140,2
30/04/2019,26.2,33.1,0.0,8,90,2.6,360.0,350,0
01/05/2019,29.6,34.2,0.0,84,81,2.9,315.0,310,0
02/05/2019,29.1,34.7,0.0,41,88,3.2,135.0,90,0
03/05/2019,26.6,32.4,16.7,44,93,2.9,135.0,130,2
04/05/2019,27.9,33.6,21.6,67,84,3.8,90.0,260,2
05/05/2019,27.2,32.0,14.2,43,86,4.0,225.0,250,2
06/05/2019,27.4,32.8,0.0,77,84,2.5,180.0,160,0
07/05/2019,28.8,33.6,0.0,54,81,2.5,135.0,140,0
08/05/2019,28.3,33.5,0.0,55,85,3.5,135.0,140,2
09/05/2019,28.6,33.0,0.0,27,85,1.7,135.0,120,0
10/05/2019,29.2,33.4,0.0,50,82,2.6,135.0,260,0
11/05/2019,28.4,33.6,37.4,52,81,3.3,135.0,10,2
12/05/2019,26.6,31.2,0.0,18,93,3.9,180.0,130,2
13/05/2019,28.2,33.2,0.0,53,85,4.0,135.0,140,0
14/05/2019,28.1,34.0,2.7,65,82,4.2,135.0,130,1
15/05/2019,28.1,33.0,0.0,54,86,3.3,180.0,160,2
16/05/2019,27.0,32.2,0.8,16,87,4.0,135.0,210,2
17/05/2019,27.0,32.2,0.4,38,85,3.2,135.0,270,2
18/05/2019,27.8,32.8,0.4,38,85,3.1,180.0,140,2
19/05/2019,28.5,32.8,0.0,33,82,3.0,135.0,140,0
20/05/2019,27.0,32.6,0.0,29,88,4.3,135.0,40,0
21/05/2019,27.1,33.2,0.0,44,85,3.8,135.0,120,0
22/05/2019,25.8,30.8,17.9,37,94,3.2,0.0,170,2
23/05/2019,27.5,32.2,0.0,60,85,3.8,135.0,130,0
24/05/2019,27.8,34.4,0.2,87,80,4.7,135.0,140,2
25/05/2019,26.9,33.0,1.6,50,88,3.7,180.0,100,2
26/05/2019,27.5,33.0,2.2,68,84,4.0,135.0,140,1
27/05/2019,27.2,33.2,2.4,78,87,4.6,135.0,140,2
28/05/2019,28.0,33.2,4.0,75,87,4.3,180.0,130,2
29/05/2019,25.8,30.6,28.8,41,95,3.7,180.0,150,2
30/05/2019,26.7,32.2,0.0,39,88,4.5,180.0,100,0
31/05/2019,26.9,32.0,12.0,43,89,3.3,180.0,140,2
01/06/2019,26.5,31.5,5.1,38,91,4.0,180.0,20,2
02/06/2019,26.2,32.6,4.1,51,89,3.0,135.0,50,2
03/06/2019,26.8,32.0,0.0,30,89,3.5,225.0,130,0
04/06/2019,26.8,31.6,0.0,25,87,1.5,135.0,60,0
05/06/2019,27.7,32.6,3.3,39,87,3.3,135.0,140,1
06/06/2019,27.1,30.0,31.0,1,88,3.5,135.0,140,2
07/06/2019,26.3,33.4,0.0,0,93,2.0,180.0,110,0
08/06/2019,27.3,32.0,0.0,43,87,3.9,90.0,160,0
09/06/2019,27.8,33.0,0.0,39,86,3.0,135.0,150,2
10/06/2019,28.5,33.2,0.0,89,81,4.5,135.0,130,0
11/06/2019,27.2,33.0,20.4,37,91,4.6,135.0,90,2
12/06/2019,26.1,29.4,9.2,1,93,5.3,270.0,160,1
13/06/2019,26.6,29.6,0.0,4,89,3.7,135.0,130,0
14/06/2019,28.7,33.2,0.2,87,82,3.4,135.0,140,1
15/06/2019,27.0,33.0,15.7,23,90,3.9,135.0,300,2
16/06/2019,27.2,31.2,0.0,30,88,3.5,135.0,170,0
17/06/2019,27.6,33.2,4.9,58,87,4.3,135.0,100,2
18/06/2019,26.7,30.6,25.6,1,90,2.8,135.0,30,2
19/06/2019,27.4,31.4,0.0,37,88,4.2,135.0,140,0
20/06/2019,28.0,32.6,38.7,48,84,5.0,135.0,120,2
21/06/2019,27.2,31.3,0.0,42,86,3.7,180.0,240,0
22/06/2019,27.5,32.0,1.6,59,83,4.3,180.0,250,1
23/06/2019,26.8,32.6,0.0,50,84,4.0,135.0,160,0
24/06/2019,27.9,32.2,0.0,50,82,4.8,135.0,130,0
25/06/2019,27.3,32.0,0.0,55,85,4.5,135.0,130,0
26/06/2019,27.4,32.6,0.0,78,83,2.9,135.0,150,0
27/06/2019,28.0,32.6,0.0,53,82,4.1,135.0,130,0
28/06/2019,27.8,32.0,0.0,51,83,4.1,135.0,130,0
29/06/2019,27.8,32.6,0.0,83,83,4.9,135.0,130,0
30/06/2019,27.7,32.0,0.0,63,83,4.2,135.0,120,0
01/07/2019,27.6,32.0,0.0,76,82,4.8,135.0,130,0
02/07/2019,27.5,31.4,0.0,12,88,3.8,135.0,130,0
03/07/2019,27.8,32.2,0.0,46,87,3.6,180.0,110,0
04/07/2019,28.0,32.7,0.0,78,83,4.2,135.0,130,0
05/07/2019,27.9,33.2,0.0,59,82,4.8,135.0,140,0
06/07/2019,26.4,32.6,14.8,55,89,4.5,180.0,20,2
07/07/2019,26.5,32.6,2.0,40,89,3.8,180.0,120,2
08/07/2019,26.4,32.2,3.0,63,87,4.4,135.0,140,2
09/07/2019,27.2,32.0,0.0,70,81,3.8,135.0,130,0
10/07/2019,27.4,32.8,0.0,74,77,4.3,135.0,130,0
11/07/2019,27.3,33.4,0.0,84,77,3.7,135.0,130,0
12/07/2019,28.1,34.4,0.2,83,77,4.4,135.0,150,1
13/07/2019,28.0,32.7,0.0,69,78,4.2,135.0,130,0
14/07/2019,27.4,32.0,0.0,81,77,5.0,135.0,160,0
15/07/2019,26.8,31.6,0.3,64,81,4.2,135.0,150,1
16/07/2019,27.2,32.0,0.0,63,76,4.6,135.0,140,0
17/07/2019,26.5,31.6,0.0,53,64,4.8,135.0,120,0
18/07/2019,26.4,32.4,0.0,88,75,5.8,135.0,130,0
19/07/2019,27.0,33.4,0.0,84,76,4.3,135.0,140,0
20/07/2019,28.2,32.8,0.0,63,78,4.1,135.0,150,0
21/07/2019,26.5,30.8,0.6,5,88,4.9,180.0,150,1
22/07/2019,27.1,32.8,0.1,42,79,3.5,180.0,150,1
23/07/2019,27.6,32.2,0.0,45,79,3.4,135.0,130,0
24/07/2019,27.7,33.4,0.0,92,74,5.3,135.0,130,0
25/07/2019,26.7,32.7,0.0,0,74,5.2,135.0,140,0
26/07/2019,27.3,32.8,0.0,77,74,3.3,135.0,130,0
27/07/2019,27.9,33.3,0.0,71,75,4.4,135.0,130,0
28/07/2019,27.9,33.2,0.0,75,76,4.6,135.0,130,0
29/07/2019,27.7,33.5,0.0,60,78,4.2,135.0,140,0
30/07/2019,27.8,34.0,0.0,60,78,4.7,135.0,130,0
31/07/2019,26.9,33.2,0.0,87,71,5.3,135.0,130,0
01/08/2019,27.2,33.6,0.0,89,70,5.1,135.0,140,0
02/08/2019,27.2,33.0,0.0,89,73,5.2,135.0,170,0
03/08/2019,27.7,34.2,0.0,87,72,5.7,135.0,140,0
04/08/2019,27.2,34.4,0.0,69,76,5.3,135.0,130,0
05/08/2019,27.4,33.6,0.0,62,76,5.8,135.0,140,0
06/08/2019,27.4,32.2,0.0,0,71,5.6,135.0,140,0
07/08/2019,26.5,32.4,0.0,54,75,5.2,135.0,130,0
08/08/2019,26.7,32.8,0.0,50,75,5.4,135.0,120,0
09/08/2019,27.0,32.2,0.0,46,77,5.2,135.0,130,0
10/08/2019,27.7,33.6,0.0,43,75,4.6,135.0,120,0
11/08/2019,28.1,33.6,0.0,58,76,5.2,135.0,130,0
12/08/2019,28.4,34.4,0.0,78,73,5.5,135.0,130,0
13/08/2019,28.1,33.4,0.0,36,76,4.9,135.0,140,0
14/08/2019,27.8,33.8,0.0,65,76,5.1,135.0,150,0
15/08/2019,28.5,34.0,0.0,74,74,6.3,90.0,130,0
16/08/2019,28.4,34.4,0.0,56,73,5.2,135.0,130,0
17/08/2019,28.7,33.4,0.0,39,74,5.7,135.0,120,0
18/08/2019,28.1,34.5,0.0,77,75,4.8,135.0,140,0
19/08/2019,27.3,33.8,0.0,74,72,5.0,135.0,110,0
20/08/2019,28.5,34.0,0.0,70,73,5.8,135.0,130,0
21/08/2019,28.0,34.2,0.0,63,73,4.6,135.0,160,0
22/08/2019,28.3,34.7,0.0,84,71,6.2,135.0,120,0
23/08/2019,27.9,34.2,0.0,84,73,5.0,135.0,150,0
24/08/2019,28.1,34.8,0.0,76,73,4.7,135.0,130,0
25/08/2019,28.0,33.2,0.0,21,75,4.4,135.0,140,0
26/08/2019,28.5,33.2,0.0,38,75,4.3,135.0,300,0
27/08/2019,26.7,32.2,2.8,23,83,4.5,135.0,320,2
28/08/2019,26.0,29.4,0.0,0,84,4.2,135.0,210,0
29/08/2019,27.8,33.6,0.0,65,78,6.1,135.0,130,0
30/08/2019,28.4,34.2,0.0,65,69,6.5,135.0,130,0
31/08/2019,26.8,34.2,0.0,81,71,5.4,135.0,120,0
01/09/2019,27.9,35.0,0.0,77,70,4.7,135.0,150,0
02/09/2019,28.6,35.2,0.0,71,73,5.3,135.0,120,0
03/09/2019,28.2,34.2,0.0,47,77,5.5,135.0,140,0
04/09/2019,28.9,35.6,0.0,63,72,5.4,135.0,150,0
05/09/2019,28.3,35.0,0.0,77,69,4.9,135.0,140,0
06/09/2019,27.7,33.6,0.0,23,76,4.6,135.0,140,0
07/09/2019,28.6,35.2,0.0,73,71,5.2,135.0,130,0
08/09/2019,28.7,35.8,0.0,68,70,6.3,135.0,140,0
09/09/2019,28.2,35.1,0.0,58,72,5.0,135.0,140,0
10/09/2019,28.8,35.0,0.0,53,71,5.4,135.0,140,0
11/09/2019,28.3,34.8,0.0,71,69,5.0,90.0,130,0
12/09/2019,28.6,34.8,0.0,61,69,4.3,180.0,110,0
13/09/2019,28.1,34.7,0.0,64,70,4.3,135.0,130,0
14/09/2019,28.3,34.4,0.0,42,71,5.6,135.0,130,0
15/09/2019,27.2,33.6,0.0,36,62,4.2,135.0,130,0
16/09/2019,27.4,32.6,0.0,14,72,3.3,180.0,170,0
17/09/2019,28.0,34.0,0.0,58,71,5.4,90.0,140,0
18/09/2019,28.1,35.2,0.0,63,68,6.0,135.0,130,0
19/09/2019,28.4,34.2,0.0,45,75,4.4,135.0,120,0
20/09/2019,28.3,33.6,0.0,28,71,4.0,135.0,140,0
21/09/2019,27.4,33.8,0.0,40,68,5.0,135.0,110,0
22/09/2019,27.3,32.8,0.0,10,72,3.2,90.0,160,0
23/09/2019,27.7,33.0,1.5,0,78,3.6,135.0,340,1
24/09/2019,25.9,29.8,6.1,0,89,3.7,180.0,90,2
25/09/2019,24.0,33.1,9.0,8,86,4.9,135.0,30,2
26/09/2019,28.3,34.0,0.1,75,74,3.9,135.0,130,1
27/09/2019,27.2,32.6,10.0,29,79,3.0,135.0,140,2
28/09/2019,28.0,33.2,11.3,42,79,3.5,135.0,150,2
29/09/2019,25.6,30.0,10.0,9,87,3.9,225.0,150,1
30/09/2019,27.4,33.8,0.2,67,76,3.3,180.0,130,1
01/10/2019,28.4,33.3,0.0,67,70,4.3,135.0,140,0
02/10/2019,26.2,32.6,11.3,33,81,4.5,135.0,120,1
03/10/2019,26.2,30.0,0.3,0,85,3.2,135.0,120,1
04/10/2019,27.2,30.0,0.0,61,79,4.6,90.0,130,0
05/10/2019,26.9,32.6,8.2,63,76,3.0,90.0,160,1
06/10/2019,26.4,32.0,11.4,45,78,3.5,180.0,130,1
07/10/2019,26.4,32.2,6.9,46,84,4.0,135.0,360,2
08/10/2019,26.9,33.2,8.2,63,82,3.4,180.0,70,1
09/10/2019,27.9,33.4,0.0,63,74,3.9,135.0,110,0
10/10/2019,27.4,32.6,0.0,38,77,3.0,180.0,200,0
11/10/2019,28.4,34.0,0.0,43,76,2.6,45.0,30,0
12/10/2019,28.0,33.6,0.0,51,79,4.3,135.0,160,0
13/10/2019,28.5,34.6,0.0,57,74,2.9,360.0,170,0
14/10/2019,28.5,35.8,0.0,50,76,3.8,360.0,140,0
15/10/2019,28.5,33.6,0.0,44,72,3.8,135.0,120,0
16/10/2019,26.8,31.8,38.3,3,82,1.8,90.0,160,1
17/10/2019,27.7,32.4,6.4,34,82,3.7,135.0,80,1
18/10/2019,27.2,31.4,9.0,7,84,2.5,45.0,70,2
19/10/2019,28.3,32.6,0.0,0,80,3.6,225.0,130,0
20/10/2019,26.0,30.8,23.5,0,88,3.2,225.0,170,2
21/10/2019,26.9,31.4,16.8,38,85,3.4,135.0,10,2
22/10/2019,27.7,32.6,0.0,38,77,3.5,360.0,110,0
23/10/2019,28.7,33.2,0.0,44,75,3.5,180.0,160,0
24/10/2019,27.7,34.2,0.0,60,76,3.3,90.0,140,0
25/10/2019,27.3,30.6,0.0,3,85,3.5,360.0,100,0
26/10/2019,26.9,32.8,0.8,40,84,4.3,315.0,160,2
27/10/2019,26.3,29.8,8.2,1,86,3.1,45.0,300,1
28/10/2019,25.8,28.2,8.2,0,87,3.0,270.0,270,1
29/10/2019,27.8,33.6,42.3,65,79,3.4,135.0,190,2
30/10/2019,25.4,29.0,18.0,0,89,2.3,270.0,250,2
31/10/2019,27.6,33.1,18.9,46,81,4.7,360.0,160,2
01/11/2019,26.2,31.0,0.2,24,82,2.0,360.0,30,1
02/11/2019,26.8,33.4,0.2,37,83,2.8,45.0,80,2
03/11/2019,27.1,30.0,0.0,2,83,2.3,360.0,310,0
04/11/2019,27.5,34.0,4.0,48,80,3.5,135.0,260,2
05/11/2019,27.4,32.2,1.4,25,79,4.2,180.0,180,2
06/11/2019,26.5,30.0,0.0,5,80,2.1,180.0,250,0
07/11/2019,28.6,35.6,0.0,78,74,2.9,180.0,250,0
08/11/2019,27.4,33.2,0.0,27,79,2.5,315.0,50,0
09/11/2019,28.3,32.6,0.0,33,78,2.3,45.0,50,0
10/11/2019,29.3,34.2,12.5,65,78,2.8,135.0,30,2
11/11/2019,26.7,31.4,0.4,12,80,1.7,270.0,210,2
12/11/2019,27.3,23.2,29.700000000000003,2,85,1.9,180.0,310,2
13/11/2019,27.5,33.1,0.0,36,82,3.0,135.0,130,0
14/11/2019,26.8,30.2,3.6,9,83,2.7,45.0,30,2
15/11/2019,26.0,32.2,32.0,31,87,2.7,270.0,40,1
16/11/2019,27.7,33.9,0.0,83,78,2.5,225.0,140,0
17/11/2019,28.3,33.4,0.0,69,79,3.1,135.0,10,0
18/11/2019,27.2,32.0,7.1,28,83,3.1,180.0,100,2
19/11/2019,26.0,31.4,0.0,27,87,2.7,45.0,170,0
20/11/2019,26.4,32.5,7.6,41,85,4.0,270.0,140,2
21/11/2019,26.8,33.0,2.0,45,85,3.7,315.0,330,1
22/11/2019,27.6,32.6,1.8,46,81,2.7,270.0,80,1
23/11/2019,25.9,30.4,10.0,7,89,2.8,360.0,230,2
24/11/2019,27.2,32.0,1.0,42,85,4.3,225.0,360,1
25/11/2019,27.1,33.0,0.0,66,81,2.9,225.0,60,0
26/11/2019,27.9,32.8,2.4,38,81,2.7,360.0,10,2
27/11/2019,27.2,33.4,13.1,30,85,3.3,270.0,330,2
28/11/2019,27.9,34.2,6.3,56,82,2.5,360.0,100,2
29/11/2019,27.7,33.2,7.2,39,84,2.4,180.0,40,2
30/11/2019,28.3,33.6,0.0,53,81,2.6,315.0,310,0
01/12/2019,27.0,31.4,26.9,17,91,3.5,225.0,250,2
02/12/2019,27.5,31.1,50.4,7,84,4.3,360.0,290,1
03/12/2019,26.6,28.6,2.2,0,87,3.7,270.0,320,1
04/12/2019,26.0,29.4,0.8,0,86,3.5,360.0,330,1
05/12/2019,27.3,31.0,2.4,12,82,4.1,315.0,290,1
06/12/2019,26.7,29.3,3.5,0,85,4.9,315.0,290,2
07/12/2019,25.2,29.2,3.4,0,91,3.2,360.0,320,1
08/12/2019,25.9,28.8,2.7,8,88,3.5,315.0,40,1
09/12/2019,26.5,31.8,0.4,0,87,4.3,315.0,320,2
10/12/2019,27.2,31.0,2.2,23,83,3.9,315.0,310,1
11/12/2019,26.2,30.0,2.2,5,86,4.7,315.0,310,1
12/12/2019,26.0,30.7,5.8,26,88,4.0,315.0,300,2
13/12/2019,25.1,27.8,4.8,1,92,4.3,315.0,320,1
14/12/2019,26.7,30.8,0.0,32,83,5.7,315.0,300,1
15/12/2019,27.9,32.6,0.0,81,77,6.0,315.0,310,0
16/12/2019,26.9,30.0,0.0,2,83,3.5,315.0,310,0
17/12/2019,26.5,28.8,0.2,0,86,3.2,225.0,310,1
18/12/2019,27.3,31.8,1.2,17,85,3.4,270.0,300,1
19/12/2019,27.4,31.2,0.0,30,82,2.8,360.0,350,0
20/12/2019,27.6,33.2,6.5,49,83,2.9,45.0,330,2
21/12/2019,27.3,32.2,2.2,9,85,4.6,315.0,290,1
22/12/2019,27.7,32.4,23.4,48,80,5.5,315.0,210,2
23/12/2019,27.6,32.2,0.0,60,81,3.8,360.0,20,0
24/12/2019,27.9,31.0,2.5,49,83,5.1,360.0,350,1
25/12/2019,27.6,30.6,0.0,5,80,4.3,315.0,310,0
26/12/2019,26.3,30.2,2.6,8,88,2.5,360.0,350,2
27/12/2019,27.5,32.2,1.7,0,84,4.0,360.0,340,1
28/12/2019,27.2,31.4,0.0,36,82,4.0,360.0,30,0
29/12/2019,27.3,32.0,6.6,17,80,3.9,360.0,70,1
30/12/2019,27.9,31.8,0.0,48,83,3.6,360.0,360,0
31/12/2019,26.8,29.4,0.6,0,85,5.0,360.0,360,1
